pytesseract_predicted_result,paddleocr_ocr_predicted_result,trocr_predicted_result,filename
193,143,143,2024-09-11-1356-INSIDE-8_crop_19.jpg
706,700,700,2024-09-11-1356-INSIDE-8_crop_20.jpg
143,143,143,2024-09-11-1356-INSIDE-8_crop_21.jpg
546,,546,2024-09-11-1356-INSIDE-8_crop_22.jpg
,,,2024-09-11-1356-INSIDE-8_crop_23.jpg
,700,1,2024-09-11-1356-INSIDE-8_crop_24.jpg
420,,420,2024-09-11-1356-INSIDE-8_crop_25.jpg
,05,05,2024-09-11-1356-INSIDE-8_crop_8.jpg
,,420,2024-09-11-1356-INSIDE-8_crop_9.jpg
18,18,18,2024-09-11-1356-OUTSIDE-10 (2)_crop_10.jpg
,,126,2024-09-11-1356-OUTSIDE-10 (2)_crop_11.jpg
4,,1640,2024-09-11-1356-OUTSIDE-10 (2)_crop_12.jpg
9555,,255,2024-09-11-1356-OUTSIDE-10 (2)_crop_13.jpg
,560,560,2024-09-11-1356-OUTSIDE-10 (2)_crop_14.jpg
56,56,56,2024-09-11-1356-OUTSIDE-10 (2)_crop_15.jpg
1,,70,2024-09-11-1356-OUTSIDE-10 (2)_crop_16.jpg
,,17,2024-09-11-1356-OUTSIDE-10 (2)_crop_17.jpg
4,,626,2024-09-11-1356-OUTSIDE-10 (2)_crop_19.jpg
,,12,2024-09-11-1356-OUTSIDE-10 (2)_crop_20.jpg
167,,618,2024-09-11-1356-OUTSIDE-10 (2)_crop_21.jpg
2,,249,2024-09-11-1356-OUTSIDE-10 (2)_crop_4.jpg
74,,74,2024-09-11-1356-OUTSIDE-10 (2)_crop_8.jpg
450,50,450,2024-09-11-1356-OUTSIDE-10_crop_10.jpg
,,562,2024-09-11-1356-OUTSIDE-10_crop_11.jpg
157,,57,2024-09-11-1356-OUTSIDE-10_crop_12.jpg
2,,290,2024-09-11-1356-OUTSIDE-10_crop_13.jpg
537,,531,2024-09-11-1356-OUTSIDE-10_crop_14.jpg
2,,02,2024-09-11-1356-OUTSIDE-14_crop_12.jpg
600,500,500,2024-09-11-1356-OUTSIDE-14_crop_15.jpg
176,176,176,2024-09-11-1356-OUTSIDE-2 (2)_crop_2.jpg
,223,223,2024-09-11-1356-OUTSIDE-2_crop_2.jpg
3444,5134,504,2024-09-11-1356-OUTSIDE-2_crop_3.jpg
,,54,2024-09-11-1356-OUTSIDE-2_crop_4.jpg
223,223,223,2024-09-11-1356-OUTSIDE-2_crop_5.jpg
21,241,241,2024-09-11-1356-OUTSIDE-4 (2)_crop_4.jpg
,,344,2024-09-11-1356-OUTSIDE-4 (2)_crop_5.jpg
241,241,5241,2024-09-11-1356-OUTSIDE-4 (2)_crop_6.jpg
60,,50,2024-09-11-1356-OUTSIDE-4 (3)_crop_2.jpg
,,155,2024-09-11-1356-OUTSIDE-4 (3)_crop_3.jpg
50,50,50,2024-09-11-1356-OUTSIDE-4 (3)_crop_4.jpg
55,155,155,2024-09-11-1356-OUTSIDE-4 (3)_crop_5.jpg
,1,531,2024-09-11-1356-OUTSIDE-4_crop_4.jpg
57,57,57,2024-09-11-1356-OUTSIDE-4_crop_5.jpg
,,762,2024-09-11-1356-OUTSIDE-4_crop_6.jpg
290,90,290,2024-09-11-1356-OUTSIDE-4_crop_7.jpg
35,8582,92,2024-09-11-1356-OUTSIDE-4_crop_8.jpg
,,,2024-09-11-1356-OUTSIDE-4_crop_9.jpg
,,626,2024-09-11-1356-OUTSIDE-6_crop_10.jpg
,9,249,2024-09-11-1356-OUTSIDE-6_crop_11.jpg
1,,12064,2024-09-11-1356-OUTSIDE-6_crop_12.jpg
,,20,2024-09-11-1356-OUTSIDE-6_crop_13.jpg
,,1267,2024-09-11-1356-OUTSIDE-6_crop_14.jpg
,,9,2024-09-11-1356-OUTSIDE-6_crop_15.jpg
640,640,640,2024-09-11-1356-OUTSIDE-6_crop_6.jpg
1,,01,2024-09-11-1356-OUTSIDE-6_crop_7.jpg
49,9,249,2024-09-11-1356-OUTSIDE-6_crop_8.jpg
17,17,17,2024-09-11-1356-OUTSIDE-6_crop_9.jpg
1206,,206,2024-09-11-1356-OUTSIDE-7_crop_7.jpg
,,279,2024-09-12-1351-INSIDE-1_crop_1.jpg
57,57,57,2024-09-12-1351-INSIDE-1_crop_3.jpg
7,09,09,2024-09-12-1351-INSIDE-1_crop_5.jpg
